Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Dayofweek,Predicted_Sales,Stock,Risk
8,2010-10-29,830756.76,0,57.93,2.716,215.2739,6.433,10,4,837392.6318000002,913832.4360000001,Overstock
8,2010-11-05,927266.34,0,55.76,2.689,215.323,6.433,11,4,945941.6197000017,1019992.974,Overstock
8,2010-11-12,911538.98,0,54.89,2.728,215.3721,6.433,11,4,939670.2019000002,1002692.878,Overstock
8,2010-11-19,885608.04,0,43.86,2.771,215.2538714,6.433,11,4,926088.3012000008,974168.8440000002,Overstock
8,2010-11-26,1261693.16,1,51.07,2.735,215.1077548,6.433,11,4,1128857.6803999986,1387862.476,Overstock
8,2010-12-03,952766.93,0,42.85,2.708,214.9616381,6.433,12,4,997920.0855000013,1048043.6230000001,Overstock
8,2010-12-10,1069061.63,0,42.47,2.843,214.8155214,6.433,12,4,1093564.5202999995,1175967.793,Overstock
8,2010-12-17,1220579.55,0,45.03,2.869,214.7510843,6.433,12,4,1258726.2709999997,1342637.5050000001,Overstock
8,2010-12-24,1511641.09,0,45.67,2.886,214.7479069,6.433,12,4,1357063.1496000015,1662805.1990000003,Overstock
8,2010-12-31,773586.49,1,41.47,2.943,214.7447295,6.433,12,4,979901.7914999991,850945.1390000001,Understock
8,2011-01-07,873065.23,0,35.77,2.976,214.7415521,6.262,1,4,853563.5878999993,960371.753,Overstock
8,2011-01-14,809646.66,0,31.62,2.983,214.7930991,6.262,1,4,846481.3515999989,890611.3260000001,Overstock
8,2011-01-21,822668.23,0,42.06,3.016,215.1729926,6.262,1,4,825141.2074999992,904935.0530000001,Overstock
8,2011-01-28,782256.66,0,39.26,3.01,215.5528862,6.262,1,4,811852.4408999985,860482.3260000001,Overstock
8,2011-02-04,944594.78,0,24.48,2.989,215.9327797,6.262,2,4,954879.2582000009,1039054.2580000001,Overstock
8,2011-02-11,996147.39,1,28.26,3.022,216.3126733,6.262,2,4,978334.9545000008,1095762.1290000002,Overstock
8,2011-02-18,1065108.64,0,50.64,3.045,216.6310383,6.262,2,4,1006203.969500001,1171619.504,Overstock
8,2011-02-25,917317.15,0,51.29,3.065,216.9247918,6.262,2,4,951651.453300001,1009048.8650000001,Overstock
8,2011-03-04,935266.43,0,53.18,3.288,217.2185454,6.262,3,4,918324.7297000013,1028793.0730000001,Overstock
8,2011-03-11,900387.29,0,49.14,3.459,217.512299,6.262,3,4,904864.4101000008,990426.0190000001,Overstock
8,2011-03-18,898289.14,0,56.68,3.488,217.7705442,6.262,3,4,884518.9351000002,988118.0540000001,Overstock
8,2011-03-25,827968.36,0,59.74,3.473,218.0145862,6.262,3,4,858449.6387999996,910765.1960000001,Overstock
8,2011-04-01,878762.3,0,49.86,3.524,218.2586281,6.297,4,4,888595.4753999988,966638.5300000001,Overstock
8,2011-04-08,949825.83,0,65.62,3.622,218.50267,6.297,4,4,935811.4473999985,1044808.4130000001,Overstock
8,2011-04-15,908278.74,0,63.55,3.743,218.7262524,6.297,4,4,907499.8615999994,999106.6140000001,Overstock
8,2011-04-22,937473.13,0,65.11,3.807,218.8986857,6.297,4,4,910468.3226999997,1031220.4430000001,Overstock
8,2011-04-29,855014.77,0,62.29,3.81,219.071119,6.297,4,4,884030.8256,940516.2470000001,Overstock
8,2011-05-06,941457.34,0,58.92,3.906,219.2435524,6.297,5,4,922031.5524000013,1035603.074,Overstock
8,2011-05-13,895763.41,0,72.96,3.899,219.4159857,6.297,5,4,902498.682399999,985339.7510000002,Overstock
8,2011-05-20,836049.89,0,65.54,3.907,219.1746922,6.297,5,4,871410.2953000003,919654.8790000001,Overstock
8,2011-05-27,857939.41,0,73.14,3.786,218.9333986,6.297,5,4,879554.2199999985,943733.3510000001,Overstock
8,2011-06-03,929222.16,0,82.05,3.699,218.6921051,6.297,6,4,913790.1663999979,1022144.3760000002,Overstock
8,2011-06-10,897309.41,0,82.21,3.648,218.4508115,6.297,6,4,901486.2369999978,987040.3510000001,Overstock
8,2011-06-17,922048.41,0,84.73,3.637,218.4021448,6.297,6,4,914075.8940999982,1014253.2510000002,Overstock
8,2011-06-24,864881.24,0,83.94,3.594,218.4979481,6.297,6,4,883978.3675999988,951369.3640000001,Overstock
8,2011-07-01,883683.35,0,87.26,3.524,218.5937514,6.425,7,4,866945.2370000003,972051.685,Overstock
8,2011-07-08,861965.12,0,83.57,3.48,218.6895548,6.425,7,4,860598.7063999999,948161.6320000001,Overstock
8,2011-07-15,849925.37,0,84.26,3.575,218.7746217,6.425,7,4,853213.6129999998,934917.9070000001,Overstock
8,2011-07-22,829902.42,0,85.46,3.651,218.8328475,6.425,7,4,834080.3112000007,912892.6620000001,Overstock
8,2011-07-29,807082.19,0,86.46,3.682,218.8910733,6.425,7,4,824654.4315999997,887790.409,Overstock
8,2011-08-05,892393.77,0,85.15,3.684,218.9492991,6.425,8,4,870721.1302000001,981633.1470000001,Overstock
8,2011-08-12,856796.1,0,86.05,3.638,219.0075249,6.425,8,4,857846.0262999997,942475.7100000001,Overstock
8,2011-08-19,895066.5,0,82.92,3.554,219.0701968,6.425,8,4,886601.7756000003,984573.15,Overstock
8,2011-08-26,912542.82,0,84.69,3.523,219.1336097,6.425,8,4,899940.730299999,1003797.1020000001,Overstock
8,2011-09-02,891387.14,0,84.77,3.533,219.1970226,6.425,9,4,886269.6491999999,980525.854,Overstock
8,2011-09-09,848358.09,1,69.01,3.546,219.2604355,6.425,9,4,869401.7641000012,933193.8990000001,Overstock
8,2011-09-16,870971.82,0,69.09,3.526,219.4442443,6.425,9,4,865341.4892999994,958069.002,Overstock
8,2011-09-23,806444.29,0,68.72,3.467,219.788581,6.425,9,4,830863.9970999999,887088.7190000002,Overstock
8,2011-09-30,809049.37,0,72.2,3.355,220.1329176,6.425,9,4,822309.4304000001,889954.307,Overstock
8,2011-10-07,929976.55,0,67.61,3.285,220.4772543,6.123,10,4,909225.493499999,1022974.2050000002,Overstock
8,2011-10-14,863188.26,0,61.74,3.274,220.7960935,6.123,10,4,882011.7382,949507.0860000001,Overstock
8,2011-10-21,905984.49,0,59.97,3.353,220.9619484,6.123,10,4,893054.1369999993,996582.939,Overstock
8,2011-10-28,876712.31,0,56.86,3.372,221.1278032,6.123,10,4,887951.4939000005,964383.5410000001,Overstock
8,2011-11-04,947815.05,0,49.68,3.332,221.2936581,6.123,11,4,960925.1273999986,1042596.5550000002,Overstock
8,2011-11-11,917088.48,0,50.56,3.297,221.4595129,6.123,11,4,945197.6724999994,1008797.3280000001,Overstock
8,2011-11-18,897032.19,0,51.72,3.308,221.6911738,6.123,11,4,925060.9638999993,986735.409,Overstock
8,2011-11-25,1235163.86,1,49.61,3.236,221.9491571,6.123,11,4,1147495.5513999993,1358680.2460000003,Overstock
8,2011-12-02,986601.46,0,40.82,3.172,222.2071405,6.123,12,4,1032235.9616999989,1085261.6060000001,Overstock
8,2011-12-09,1051922.95,0,30.51,3.158,222.4651238,6.123,12,4,1061786.6065000005,1157115.245,Overstock
8,2011-12-16,1118163.94,0,39.79,3.159,222.6910959,6.123,12,4,1121351.0991999991,1229980.334,Overstock
8,2011-12-23,1462254.05,0,38.16,3.112,222.8743862,6.123,12,4,1287791.5604999985,1608479.455,Overstock
8,2011-12-30,858572.22,1,36.33,3.129,223.0576765,6.123,12,4,1014875.9962999987,944429.442,Understock
8,2012-01-06,872113.23,0,43.47,3.157,223.2409668,5.825,1,4,845237.5132999996,959324.5530000001,Overstock
8,2012-01-13,817661.76,0,36.46,3.261,223.4242571,5.825,1,4,851092.7389000003,899427.9360000001,Overstock
8,2012-01-20,813954.82,0,46.81,3.268,223.5188055,5.825,1,4,818312.0572999994,895350.302,Overstock
8,2012-01-27,778178.53,0,45.52,3.29,223.6133539,5.825,1,4,809168.6628999999,855996.3830000001,Overstock
8,2012-02-03,927610.69,0,45.56,3.36,223.7079023,5.825,2,4,920562.988299999,1020371.7590000001,Overstock
8,2012-02-10,1021400.42,1,35.71,3.409,223.8024507,5.825,2,4,1013585.3711000009,1123540.462,Overstock
8,2012-02-17,1096232.89,0,37.51,3.51,223.9658621,5.825,2,4,1041606.3865000006,1205856.179,Overstock
8,2012-02-24,928537.54,0,46.33,3.555,224.1809207,5.825,2,4,938409.5161000001,1021391.2940000001,Overstock
8,2012-03-02,952264.91,0,50.95,3.63,224.3959793,5.825,3,4,945504.7174999984,1047491.4010000001,Overstock
8,2012-03-09,960115.56,0,49.59,3.669,224.6110379,5.825,3,4,949143.4392000007,1056127.1160000002,Overstock
8,2012-03-16,921178.39,0,56.63,3.734,224.7657327,5.825,3,4,915514.1479000002,1013296.229,Overstock
8,2012-03-23,874223.25,0,52.9,3.787,224.8399424,5.825,3,4,895546.0249000001,961645.5750000001,Overstock
8,2012-03-30,905935.29,0,66.69,3.845,224.9141521,5.825,3,4,900460.7874000007,996528.8190000001,Overstock
8,2012-04-06,1046816.59,0,62.18,3.891,224.9883618,5.679,4,4,996104.7073000015,1151498.249,Overstock
8,2012-04-13,909989.45,0,65.19,3.891,225.0625714,5.679,4,4,936809.6451000016,1000988.395,Overstock
8,2012-04-20,872288.46,0,63.59,3.877,225.1179914,5.679,4,4,899472.3812,959517.306,Overstock
8,2012-04-27,879448.25,0,70.34,3.814,225.1734114,5.679,4,4,885576.0588000002,967393.0750000001,Overstock
8,2012-05-04,937232.09,0,73.96,3.749,225.2288314,5.679,5,4,926987.7653000013,1030955.299,Overstock
8,2012-05-11,920128.89,0,64.96,3.688,225.2842514,5.679,5,4,915488.3139000004,1012141.7790000001,Overstock
8,2012-05-18,913922.01,0,64.16,3.63,225.3002908,5.679,5,4,919278.8472000004,1005314.2110000001,Overstock
8,2012-05-25,895157.44,0,76.11,3.561,225.3005779,5.679,5,4,903073.7164999992,984673.184,Overstock
8,2012-06-01,921161.2,0,78.31,3.501,225.300865,5.679,6,4,915266.5145000007,1013277.3200000001,Overstock
8,2012-06-08,928820.0,0,74.28,3.452,225.3011521,5.679,6,4,921484.1268000002,1021702.0000000001,Overstock
8,2012-06-15,916918.7,0,77.14,3.393,225.3134743,5.679,6,4,909481.8332000012,1008610.5700000001,Overstock
8,2012-06-22,899449.65,0,78.85,3.346,225.3558843,5.679,6,4,900897.3696000007,989394.6150000001,Overstock
8,2012-06-29,878298.22,0,84.47,3.286,225.3982943,5.679,6,4,887264.8839999995,966128.042,Overstock
8,2012-07-06,936205.5,0,81.24,3.227,225.4407043,5.401,7,4,918187.0671,1029826.05,Overstock
8,2012-07-13,890488.01,0,78.46,3.256,225.4831143,5.401,7,4,892565.5612000005,979536.8110000001,Overstock
8,2012-07-20,888834.07,0,79.94,3.311,225.4930078,5.401,7,4,886722.6138999991,977717.4770000001,Overstock
8,2012-07-27,838227.52,0,81.71,3.407,225.5029014,5.401,7,4,862088.042,922050.2720000001,Overstock
8,2012-08-03,897076.73,0,85.06,3.417,225.5127949,5.401,8,4,897412.8395999996,986784.403,Overstock
8,2012-08-10,930745.69,0,83.74,3.494,225.5226885,5.401,8,4,917691.870799999,1023820.2590000001,Overstock
8,2012-08-17,896613.19,0,81.21,3.571,225.6050797,5.401,8,4,906409.3670999988,986274.509,Overstock
8,2012-08-24,936373.65,0,73.77,3.62,225.7418442,5.401,8,4,940366.7718000006,1030011.0150000001,Overstock
8,2012-08-31,976137.73,0,75.33,3.638,225.8786088,5.401,8,4,956054.0682000001,1073751.503,Overstock
8,2012-09-07,932160.37,1,80.87,3.73,226.0153733,5.401,9,4,949726.1165000005,1025376.4070000001,Overstock
8,2012-09-14,883569.38,0,67.21,3.717,226.1615981,5.401,9,4,886334.0631999997,971926.3180000001,Overstock
8,2012-09-21,857796.45,0,66.96,3.721,226.3645848,5.401,9,4,872548.7501000006,943576.095,Overstock
8,2012-09-28,884724.41,0,71.1,3.666,226.5675714,5.401,9,4,891047.6773999989,973196.8510000001,Overstock
8,2012-10-05,976436.02,0,61.41,3.617,226.7705581,5.124,10,4,957094.3392999996,1074079.6220000002,Overstock
8,2012-10-12,927511.99,0,55.03,3.601,226.9735448,5.124,10,4,931984.6644999993,1020263.1890000001,Overstock
8,2012-10-19,900309.75,0,62.99,3.594,227.0184166,5.124,10,4,908573.9637999997,990340.7250000001,Overstock
8,2012-10-26,891671.44,0,64.74,3.506,227.0369359,5.124,10,4,898793.3917999993,980838.584,Overstock
9,2010-02-05,549505.55,0,38.01,2.572,214.6554591,6.415,2,4,531374.5298999994,604456.1050000001,Overstock
9,2010-02-12,552677.48,1,37.08,2.548,214.8056534,6.415,2,4,535461.8000999994,607945.228,Overstock
9,2010-02-19,511327.9,0,43.06,2.514,214.8506185,6.415,2,4,505982.79729999974,562460.6900000001,Overstock
9,2010-02-26,473773.27,0,43.83,2.561,214.8780453,6.415,2,4,488371.19570000045,521150.59700000007,Overstock
9,2010-03-05,507297.88,0,48.43,2.625,214.9054721,6.415,3,4,497807.0742000003,558027.6680000001,Overstock
9,2010-03-12,494145.8,0,55.76,2.667,214.932899,6.415,3,4,496746.3551999996,543560.38,Overstock
9,2010-03-19,485744.61,0,53.15,2.72,214.7597274,6.415,3,4,494383.98139999964,534319.071,Overstock
9,2010-03-26,484946.56,0,51.8,2.732,214.5531227,6.415,3,4,497300.62220000016,533441.216,Overstock
9,2010-04-02,545206.32,0,65.21,2.719,214.3465181,6.384,4,4,537043.7421000004,599726.952,Overstock
9,2010-04-09,529384.31,0,64.95,2.77,214.1399135,6.384,4,4,516816.67770000023,582322.7410000002,Overstock
9,2010-04-16,485764.32,0,66.09,2.808,214.0001817,6.384,4,4,490335.27980000025,534340.7520000001,Overstock
9,2010-04-23,488683.57,0,61.26,2.795,213.9496138,6.384,4,4,493030.0135000004,537551.927,Overstock
9,2010-04-30,491723.42,0,66.07,2.78,213.8990459,6.384,4,4,498465.9185000008,540895.762,Overstock
9,2010-05-07,526128.61,0,68.58,2.835,213.848478,6.384,5,4,516136.92599999957,578741.471,Overstock
9,2010-05-14,492792.8,0,70.53,2.854,213.8469819,6.384,5,4,500497.87369999936,542072.0800000001,Overstock
9,2010-05-21,506274.94,0,71.5,2.826,214.1399162,6.384,5,4,508797.7911999996,556902.434,Overstock
9,2010-05-28,558143.53,0,77.12,2.759,214.4328505,6.384,5,4,547880.6863000005,613957.883,Overstock
9,2010-06-04,586061.46,0,79.65,2.705,214.7257848,6.384,6,4,565611.9366000005,644667.606,Overstock
9,2010-06-11,522715.68,0,83.75,2.668,215.0187191,6.384,6,4,517258.90399999975,574987.248,Overstock
9,2010-06-18,513073.87,0,82.99,2.637,215.0166484,6.384,6,4,513151.95789999963,564381.257,Overstock
9,2010-06-25,509263.28,0,85.02,2.653,214.8965756,6.384,6,4,510997.0162000002,560189.6080000001,Overstock
9,2010-07-02,528832.54,0,78.55,2.669,214.7765028,6.442,7,4,506998.9061999993,581715.7940000001,Overstock
9,2010-07-09,485389.15,0,78.51,2.642,214.6564301,6.442,7,4,488904.66089999944,533928.0650000001,Overstock
9,2010-07-16,474030.51,0,82.93,2.623,214.6474453,6.442,7,4,479317.05749999994,521433.56100000005,Overstock
9,2010-07-23,462676.5,0,84.49,2.608,214.7865779,6.442,7,4,472662.3670999999,508944.15,Overstock
9,2010-07-30,468675.19,0,79.83,2.64,214.9257105,6.442,7,4,479447.86999999976,515542.70900000003,Overstock
9,2010-08-06,522815.45,0,87.09,2.627,215.064843,6.442,8,4,510439.2708000003,575096.9950000001,Overstock
9,2010-08-13,481897.98,0,86.85,2.692,215.2039756,6.442,8,4,491939.1562999992,530087.778,Overstock
9,2010-08-20,499325.38,0,86.3,2.664,215.1619646,6.442,8,4,493040.4871,549257.9180000001,Overstock
9,2010-08-27,506789.66,0,84.01,2.619,215.1199536,6.442,8,4,497401.16189999937,557468.626,Overstock
9,2010-09-03,511049.06,0,82.47,2.577,215.0779426,6.442,9,4,500408.0747000003,562153.966,Overstock
9,2010-09-10,484835.2,1,77.7,2.565,215.0359315,6.442,9,4,486998.54650000035,533318.7200000001,Overstock
9,2010-09-17,463448.59,0,81.19,2.582,215.0615285,6.442,9,4,478616.6014000006,509793.4490000001,Overstock
9,2010-09-24,452905.22,0,77.15,2.624,215.1378313,6.442,9,4,469356.4438999996,498195.742,Overstock
9,2010-10-01,495692.19,0,69.08,2.603,215.2141341,6.56,10,4,488029.5248999998,545261.4090000001,Overstock
9,2010-10-08,505069.21,0,65.35,2.633,215.290437,6.56,10,4,495766.1252000004,555576.131,Overstock
9,2010-10-15,454769.68,0,67.36,2.72,215.3589917,6.56,10,4,469321.49389999994,500246.64800000004,Overstock
9,2010-10-22,466322.76,0,69.99,2.725,215.4081762,6.56,10,4,473287.36959999986,512955.0360000001,Overstock
9,2010-10-29,508801.61,0,64.43,2.716,215.4573607,6.56,10,4,501825.76909999974,559681.7710000001,Overstock
9,2010-11-05,517869.97,0,58.69,2.689,215.5065452,6.56,11,4,526597.3138999994,569656.9670000001,Overstock
9,2010-11-12,520846.68,0,61.59,2.728,215.5557297,6.56,11,4,547361.2177999998,572931.348,Overstock
9,2010-11-19,519823.3,0,49.96,2.771,215.4372854,6.56,11,4,546248.8087999994,571805.63,Overstock
9,2010-11-26,768070.53,1,60.18,2.735,215.2909028,6.56,11,4,651248.7555000001,844877.5830000001,Overstock
9,2010-12-03,578164.82,0,49.89,2.708,215.1445203,6.56,12,4,603628.8053000001,635981.302,Overstock
9,2010-12-10,618121.82,0,46.1,2.843,214.9981378,6.56,12,4,637315.0923000004,679934.002,Overstock
9,2010-12-17,685243.2,0,49.7,2.869,214.9334937,6.56,12,4,709446.8893000006,753767.52,Overstock
9,2010-12-24,873347.55,0,50.93,2.886,214.9301534,6.56,12,4,786610.6928999992,960682.3050000002,Overstock
9,2010-12-31,459770.85,1,45.92,2.943,214.9268131,6.56,12,4,595437.8529000006,505747.935,Understock
9,2011-01-07,490981.78,0,41.82,2.976,214.9234729,6.416,1,4,481962.4491000002,540079.9580000001,Overstock
9,2011-01-14,458086.69,0,36.43,2.983,214.9749587,6.416,1,4,473940.63239999977,503895.35900000005,Overstock
9,2011-01-21,454021.69,0,44.72,3.016,215.3554013,6.416,1,4,464464.04509999976,499423.85900000005,Overstock
9,2011-01-28,463561.48,0,43.9,3.01,215.7358438,6.416,1,4,471549.1489999996,509917.628,Overstock
9,2011-02-04,544612.28,0,31.82,2.989,216.1162864,6.416,2,4,534859.1087000004,599073.508,Overstock
9,2011-02-11,555279.02,1,34.13,3.022,216.496729,6.416,2,4,552064.7514000009,610806.922,Overstock
9,2011-02-18,610985.56,0,58.5,3.045,216.8154856,6.416,2,4,580564.9720000006,672084.1160000002,Overstock
9,2011-02-25,513107.2,0,59.01,3.065,217.1095679,6.416,2,4,535493.2987000006,564417.92,Overstock
9,2011-03-04,542016.18,0,60.67,3.288,217.4036503,6.416,3,4,534455.2002999999,596217.7980000001,Overstock
9,2011-03-11,517783.5,0,54.75,3.459,217.6977326,6.416,3,4,520533.3158999998,569561.8500000001,Overstock
9,2011-03-18,515226.11,0,63.82,3.488,217.9563371,6.416,3,4,517273.0118999995,566748.721,Overstock
9,2011-03-25,497488.4,0,68.79,3.473,218.2007506,6.416,3,4,505464.2083999993,547237.2400000001,Overstock
9,2011-04-01,520962.14,0,56.12,3.524,218.445164,6.38,4,4,531426.3631000004,573058.354,Overstock
9,2011-04-08,561625.92,0,71.4,3.622,218.6895775,6.38,4,4,555173.2470000009,617788.5120000001,Overstock
9,2011-04-15,528420.28,0,71.9,3.743,218.9134935,6.38,4,4,539209.3470000004,581262.3080000001,Overstock
9,2011-04-22,549502.11,0,72.35,3.807,219.0861659,6.38,4,4,544916.9719,604452.321,Overstock
9,2011-04-29,532226.2,0,70.85,3.81,219.2588382,6.38,4,4,534249.4814000004,585448.82,Overstock
9,2011-05-06,545251.1,0,62.2,3.906,219.4315106,6.38,5,4,543728.7511000005,599776.2100000001,Overstock
9,2011-05-13,539126.0,0,77.66,3.899,219.6041829,6.38,5,4,543023.0149999999,593038.6000000001,Overstock
9,2011-05-20,518266.9,0,70.49,3.907,219.3622809,6.38,5,4,528121.4951999997,570093.5900000001,Overstock
9,2011-05-27,553834.04,0,80.42,3.786,219.1203788,6.38,5,4,551461.0134999995,609217.4440000001,Overstock
9,2011-06-03,587004.29,0,85.8,3.699,218.8784768,6.38,6,4,575416.1605999995,645704.719,Overstock
9,2011-06-10,550076.32,0,85.81,3.648,218.6365747,6.38,6,4,552660.7778000002,605083.952,Overstock
9,2011-06-17,558671.14,0,89.15,3.637,218.5877333,6.38,6,4,553990.8031000004,614538.2540000001,Overstock
9,2011-06-24,538745.93,0,86.74,3.594,218.6836874,6.38,6,4,543742.5351000001,592620.5230000002,Overstock
9,2011-07-01,537064.03,0,89.14,3.524,218.7796415,6.404,7,4,531959.7673000004,590770.4330000001,Overstock
9,2011-07-08,535983.13,0,89.04,3.48,218.8755955,6.404,7,4,531049.9629000006,589581.4430000001,Overstock
9,2011-07-15,512834.04,0,90.45,3.575,218.9607242,6.404,7,4,515849.9350999995,564117.444,Overstock
9,2011-07-22,491449.94,0,89.08,3.651,219.0187895,6.404,7,4,505106.1291999996,540594.934,Overstock
9,2011-07-29,471449.98,0,91.1,3.682,219.0768548,6.404,7,4,500005.98439999943,518594.978,Overstock
9,2011-08-05,554879.67,0,91.52,3.684,219.1349201,6.404,8,4,527416.1603,610367.6370000001,Overstock
9,2011-08-12,520284.79,0,91.63,3.638,219.1929854,6.404,8,4,522697.97049999953,572313.269,Overstock
9,2011-08-19,540819.44,0,85.8,3.554,219.2556109,6.404,8,4,536613.9610999995,594901.384,Overstock
9,2011-08-26,542663.53,0,88.95,3.523,219.3189965,6.404,8,4,538347.5865000003,596929.883,Overstock
9,2011-09-02,544643.33,0,89.33,3.533,219.382382,6.404,9,4,538914.7099999994,599107.6630000001,Overstock
9,2011-09-09,528784.86,1,75.65,3.546,219.4457675,6.404,9,4,528286.7573999998,581663.346,Overstock
9,2011-09-16,500274.03,0,77.95,3.526,219.6297841,6.404,9,4,510991.2067000002,550301.4330000001,Overstock
9,2011-09-23,506743.78,0,74.42,3.467,219.9746423,6.404,9,4,509692.00580000045,557418.158,Overstock
9,2011-09-30,508567.04,0,78.45,3.355,220.3195004,6.404,9,4,511534.5841999997,559423.7440000001,Overstock
9,2011-10-07,553836.98,0,72.62,3.285,220.6643585,6.054,10,4,550763.998999999,609220.6780000001,Overstock
9,2011-10-14,529515.66,0,67.27,3.274,220.9836849,6.054,10,4,537611.1633999991,582467.2260000001,Overstock
9,2011-10-21,557075.21,0,65.46,3.353,221.1498206,6.054,10,4,554473.6082000005,612782.731,Overstock
9,2011-10-28,548527.49,0,63.96,3.372,221.3159563,6.054,10,4,551750.3361000004,603380.2390000001,Overstock
9,2011-11-04,597855.07,0,54.46,3.332,221.4820921,6.054,11,4,598190.4197000003,657640.577,Overstock
9,2011-11-11,594574.12,0,58.28,3.297,221.6482278,6.054,11,4,588472.7821999998,654031.532,Overstock
9,2011-11-18,542414.27,0,58.8,3.308,221.8803923,6.054,11,4,561443.2637000007,596655.697,Overstock
9,2011-11-25,814753.5,1,54.32,3.236,222.1389683,6.054,11,4,716452.2840999998,896228.8500000001,Overstock
9,2011-12-02,613115.21,0,46.84,3.172,222.3975443,6.054,12,4,641288.5809000004,674426.731,Overstock
9,2011-12-09,630327.28,0,37.65,3.158,222.6561203,6.054,12,4,647527.6484000006,693360.008,Overstock
9,2011-12-16,705557.97,0,47.31,3.159,222.8825484,6.054,12,4,694741.9927999997,776113.767,Overstock
9,2011-12-23,905324.68,0,44.43,3.112,223.0661125,6.054,12,4,816762.2694000007,995857.1480000002,Overstock
9,2011-12-30,549788.36,1,43.41,3.129,223.2496766,6.054,12,4,672953.7960999997,604767.196,Understock
9,2012-01-06,519585.67,0,47.54,3.157,223.4332408,5.667,1,4,536318.7611000009,571544.2370000001,Overstock
9,2012-01-13,474964.6,0,42.44,3.261,223.6168049,5.667,1,4,504937.4469000005,522461.06,Overstock
9,2012-01-20,480130.04,0,51.56,3.268,223.7114288,5.667,1,4,488679.8595999999,528143.044,Overstock
9,2012-01-27,482451.21,0,49.38,3.29,223.8060527,5.667,1,4,491477.2983000005,530696.3310000001,Overstock
9,2012-02-03,549967.89,0,54.43,3.36,223.9006766,5.667,2,4,560253.7987000004,604964.6790000001,Overstock
9,2012-02-10,609736.12,1,44.03,3.409,223.9953006,5.667,2,4,613890.866599999,670709.7320000001,Overstock
9,2012-02-17,658965.05,0,43.81,3.51,224.1588663,5.667,2,4,629284.7618999991,724861.5550000002,Overstock
9,2012-02-24,563578.79,0,53.67,3.555,224.3741384,5.667,2,4,575948.5834999998,619936.6690000001,Overstock
9,2012-03-02,619498.28,0,57.2,3.63,224.5894104,5.667,3,4,600293.3995000006,681448.1080000001,Overstock
9,2012-03-09,574955.95,0,54.03,3.669,224.8046825,5.667,3,4,584356.126200001,632451.545,Overstock
9,2012-03-16,550373.57,0,59.94,3.734,224.9594902,5.667,3,4,554800.5425000002,605410.927,Overstock
9,2012-03-23,550791.32,0,58.79,3.787,225.0336786,5.667,3,4,555206.1149000003,605870.452,Overstock
9,2012-03-30,574985.37,0,67.87,3.845,225.107867,5.667,3,4,570456.1304999995,632483.907,Overstock
9,2012-04-06,677885.99,0,68.83,3.891,225.1820555,5.539,4,4,646818.6540000003,745674.589,Overstock
9,2012-04-13,578539.86,0,69.19,3.891,225.2562439,5.539,4,4,605729.5323999999,636393.846,Overstock
9,2012-04-20,542819.03,0,68.04,3.877,225.3117488,5.539,4,4,571982.7456000005,597100.9330000001,Overstock
9,2012-04-27,550414.99,0,73.07,3.814,225.3672537,5.539,4,4,557525.8835000001,605456.4890000001,Overstock
9,2012-05-04,586289.08,0,78.98,3.749,225.4227585,5.539,5,4,579807.8087999991,644917.988,Overstock
9,2012-05-11,592572.3,0,70.94,3.688,225.4782634,5.539,5,4,582403.3598999993,651829.5300000001,Overstock
9,2012-05-18,571463.93,0,69.52,3.63,225.4942498,5.539,5,4,574139.9000999999,628610.3230000001,Overstock
9,2012-05-25,547226.0,0,79.69,3.561,225.4944288,5.539,5,4,559420.4221000002,601948.6000000001,Overstock
9,2012-06-01,583648.59,0,80.26,3.501,225.4946078,5.539,6,4,575165.410000001,642013.449,Overstock
9,2012-06-08,582525.42,0,78.91,3.452,225.4947868,5.539,6,4,577701.723600001,640777.962,Overstock
9,2012-06-15,564606.1,0,82.21,3.393,225.5070634,5.539,6,4,563152.4575000006,621066.7100000001,Overstock
9,2012-06-22,562173.12,0,81.05,3.346,225.5495841,5.539,6,4,562741.3267999998,618390.432,Overstock
9,2012-06-29,544770.7,0,87.18,3.286,225.5921049,5.539,6,4,545558.6637000006,599247.77,Overstock
9,2012-07-06,578790.36,0,84.15,3.227,225.6346256,5.277,7,4,573796.7886999997,636669.3960000001,Overstock
9,2012-07-13,536537.64,0,82.39,3.256,225.6771463,5.277,7,4,543292.1344000003,590191.4040000001,Overstock
9,2012-07-20,513991.57,0,83.39,3.311,225.6871121,5.277,7,4,524749.0981000003,565390.7270000001,Overstock
9,2012-07-27,495951.0,0,86.41,3.407,225.6970779,5.277,7,4,511643.4978,545546.1000000001,Overstock
9,2012-08-03,533887.54,0,90.23,3.417,225.7070437,5.277,8,4,533003.8713999995,587276.2940000001,Overstock
9,2012-08-10,538713.47,0,88.66,3.494,225.7170094,5.277,8,4,539555.8383999995,592584.817,Overstock
9,2012-08-17,535153.47,0,86.37,3.571,225.7995323,5.277,8,4,538243.5849999995,588668.817,Overstock
9,2012-08-24,572887.78,0,77.9,3.62,225.9364729,5.277,8,4,566158.0153000003,630176.5580000001,Overstock
9,2012-08-31,576879.15,0,80.71,3.638,226.0734135,5.277,8,4,568363.4614999997,634567.0650000001,Overstock
